year,month,suburb,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice
2019.0,12.0,Hydes Creek,,,,,,1.0,1500000.0,1500000.0,,,
2020.0,3.0,Hydes Creek,,,,,,1.0,1500000.0,1500000.0,,,
2020.0,6.0,Hydes Creek,,,,,,1.0,1500000.0,1500000.0,,,
2020.0,9.0,Hydes Creek,,1.0,1200000.0,1200000.0,,,,,,,
2020.0,12.0,Hydes Creek,,,,,,,,,,,
2021.0,3.0,Hydes Creek,,,,,,,,,,,
2021.0,6.0,Hydes Creek,,,,,,,,,,,
2011.0,9.0,Gillieston Heights,391000.0,15.0,478000.0,182000.0,397000.0,43.0,950000.0,248000.0,,,440.0
2011.0,12.0,Gillieston Heights,340000.0,13.0,435000.0,265000.0,401000.0,55.0,529000.0,197000.0,,,440.0
2012.0,3.0,Gillieston Heights,445000.0,17.0,820000.0,223000.0,403000.0,58.0,950000.0,218000.0,,,450.0
2012.0,6.0,Gillieston Heights,439000.0,19.0,515000.0,245000.0,397000.0,68.0,575000.0,98000.0,,,450.0
2012.0,9.0,Gillieston Heights,398000.0,17.0,545000.0,185000.0,408000.0,66.0,579000.0,98000.0,,,440.0
2012.0,12.0,Gillieston Heights,435000.0,13.0,463000.0,253000.0,428000.0,62.0,814000.0,139000.0,1.0,1.0,430.0
2013.0,3.0,Gillieston Heights,,7.0,527000.0,335000.0,410000.0,60.0,569000.0,93000.0,,,420.0
2013.0,6.0,Gillieston Heights,439000.0,11.0,700000.0,366000.0,410000.0,75.0,649000.0,80000.0,,,400.0
2013.0,9.0,Gillieston Heights,,9.0,485000.0,390000.0,418000.0,93.0,600000.0,70000.0,,,390.0
2013.0,12.0,Gillieston Heights,,7.0,456000.0,308000.0,410000.0,104.0,600000.0,125000.0,,,390.0
2014.0,3.0,Gillieston Heights,396000.0,10.0,590000.0,270000.0,410000.0,120.0,600000.0,167000.0,,,400.0
2014.0,6.0,Gillieston Heights,420000.0,10.0,465000.0,230000.0,410000.0,120.0,900000.0,172000.0,,,400.0
2014.0,9.0,Gillieston Heights,,7.0,410000.0,245000.0,420000.0,153.0,575000.0,165000.0,1.0,,400.0
2014.0,12.0,Gillieston Heights,387000.0,13.0,453000.0,175000.0,410000.0,140.0,575000.0,165000.0,1.0,,395.0
2015.0,3.0,Gillieston Heights,400000.0,20.0,458000.0,169000.0,408000.0,144.0,575000.0,165000.0,1.0,,390.0
2015.0,6.0,Gillieston Heights,375000.0,15.0,565000.0,260000.0,410000.0,126.0,550000.0,159000.0,,,400.0
2015.0,9.0,Gillieston Heights,430000.0,14.0,595000.0,362000.0,425000.0,131.0,550000.0,159000.0,2.0,,400.0
2015.0,12.0,Gillieston Heights,430000.0,18.0,525000.0,184000.0,426000.0,135.0,539000.0,159000.0,,,400.0
2016.0,3.0,Gillieston Heights,428000.0,17.0,495000.0,299000.0,429000.0,128.0,540000.0,169000.0,,,400.0
2016.0,6.0,Gillieston Heights,442000.0,15.0,613000.0,169000.0,453000.0,152.0,573000.0,169000.0,,,400.0
2016.0,9.0,Gillieston Heights,400000.0,19.0,493000.0,150000.0,456000.0,150.0,597000.0,169000.0,1.0,1.0,400.0
2016.0,12.0,Gillieston Heights,435000.0,29.0,537000.0,185000.0,452000.0,120.0,597000.0,90000.0,,,400.0
2017.0,3.0,Gillieston Heights,440000.0,27.0,640000.0,189000.0,464000.0,96.0,650000.0,90000.0,1.0,1.0,410.0
2017.0,6.0,Gillieston Heights,470000.0,25.0,588000.0,199000.0,485000.0,80.0,650000.0,109000.0,1.0,1.0,410.0
2017.0,9.0,Gillieston Heights,458000.0,30.0,588000.0,360000.0,486000.0,80.0,650000.0,90000.0,,,410.0
2017.0,12.0,Gillieston Heights,470000.0,25.0,2200000.0,325000.0,479000.0,75.0,626000.0,90000.0,,,420.0
2018.0,3.0,Gillieston Heights,520000.0,29.0,1200000.0,220000.0,489000.0,75.0,640000.0,90000.0,,,413.0
2018.0,6.0,Gillieston Heights,485000.0,31.0,670000.0,329000.0,491000.0,84.0,669000.0,149000.0,,,420.0
2018.0,9.0,Gillieston Heights,499000.0,26.0,690000.0,353000.0,490000.0,90.0,640000.0,139000.0,,,420.0
2018.0,12.0,Gillieston Heights,509000.0,21.0,650000.0,220000.0,495000.0,85.0,650000.0,95000.0,,,420.0
2019.0,3.0,Gillieston Heights,,9.0,630000.0,470000.0,500000.0,81.0,1000000.0,95000.0,,,430.0
2019.0,6.0,Gillieston Heights,525000.0,18.0,1400000.0,382000.0,490000.0,84.0,1000000.0,95000.0,1.0,,430.0
2019.0,9.0,Gillieston Heights,512000.0,29.0,690000.0,353000.0,490000.0,105.0,1000000.0,95000.0,,,440.0
2019.0,12.0,Gillieston Heights,498000.0,18.0,680000.0,345000.0,492000.0,98.0,1000000.0,95000.0,,,440.0
2020.0,3.0,Gillieston Heights,493000.0,20.0,540000.0,310000.0,486000.0,91.0,1000000.0,95000.0,1.0,,440.0
2020.0,6.0,Gillieston Heights,485000.0,17.0,680000.0,380000.0,495000.0,100.0,1000000.0,95000.0,,,450.0
2020.0,9.0,Gillieston Heights,528000.0,28.0,759000.0,450000.0,500000.0,65.0,759000.0,195000.0,,,450.0
2020.0,12.0,Gillieston Heights,530000.0,27.0,662000.0,390000.0,502000.0,59.0,759000.0,150000.0,,,450.0
2021.0,3.0,Gillieston Heights,606000.0,24.0,780000.0,280000.0,550000.0,56.0,800000.0,150000.0,,,440.0
2021.0,6.0,Gillieston Heights,615000.0,38.0,1400000.0,190000.0,580000.0,65.0,875000.0,139000.0,1.0,1.0,450.0
2011.0,9.0,Point Piper,,1.0,4000000.0,4000000.0,8800000.0,19.0,50000000.0,3500000.0,,,
2011.0,12.0,Point Piper,,2.0,15000000.0,5220000.0,9000000.0,19.0,52500000.0,1700000.0,1.0,1.0,
2012.0,3.0,Point Piper,,1.0,2000000.0,2000000.0,7125000.0,21.0,50000000.0,1700000.0,1.0,1.0,
2012.0,6.0,Point Piper,,4.0,15000000.0,4250000.0,8375000.0,16.0,50000000.0,1700000.0,1.0,1.0,
2012.0,9.0,Point Piper,,2.0,7200000.0,1450000.0,10000000.0,22.0,50000000.0,1700000.0,1.0,1.0,
2012.0,12.0,Point Piper,,,,,11750000.0,21.0,55000000.0,5075000.0,1.0,,
2013.0,3.0,Point Piper,,3.0,11400000.0,6100000.0,11750000.0,22.0,50000000.0,150000.0,1.0,,
2013.0,6.0,Point Piper,,4.0,13650000.0,6100000.0,13750000.0,21.0,45000000.0,4250000.0,1.0,1.0,
2013.0,9.0,Point Piper,,6.0,33500000.0,3520000.0,13965000.0,14.0,43890000.0,6000000.0,1.0,1.0,
2013.0,12.0,Point Piper,,1.0,10650000.0,10650000.0,,8.0,43890000.0,6615000.0,1.0,1.0,
2014.0,3.0,Point Piper,,2.0,10200000.0,7200000.0,20000000.0,14.0,50000000.0,5500000.0,2.0,,
2014.0,6.0,Point Piper,,3.0,37000000.0,5100000.0,12600000.0,19.0,57750000.0,4880000.0,2.0,,
2014.0,9.0,Point Piper,,6.0,23500000.0,3900000.0,15000000.0,24.0,50000000.0,4200000.0,3.0,2.0,
2014.0,12.0,Point Piper,,5.0,39000000.0,1920000.0,15500000.0,18.0,50000000.0,2000000.0,2.0,1.0,
2015.0,3.0,Point Piper,,2.0,28000000.0,6100000.0,19750000.0,13.0,50000000.0,5000000.0,,,
2015.0,6.0,Point Piper,,3.0,39900000.0,15000000.0,20250000.0,12.0,50000000.0,6600000.0,,,
2015.0,9.0,Point Piper,,3.0,16100000.0,6850000.0,18500000.0,11.0,50000000.0,6800000.0,,,
2015.0,12.0,Point Piper,,2.0,18000000.0,7550000.0,,10.0,50000000.0,6500000.0,2.0,1.0,
2016.0,3.0,Point Piper,,2.0,11850000.0,6450000.0,,9.0,50000000.0,6500000.0,1.0,1.0,
2016.0,6.0,Point Piper,,2.0,21000000.0,4550000.0,17000000.0,11.0,69825000.0,727000.0,1.0,1.0,
2016.0,9.0,Point Piper,,3.0,13000000.0,10350000.0,,9.0,52500000.0,8000000.0,2.0,2.0,
2016.0,12.0,Point Piper,,2.0,60660000.0,9100000.0,,9.0,80000000.0,1570000.0,3.0,1.0,
2017.0,3.0,Point Piper,,4.0,33000000.0,3390000.0,,8.0,80000000.0,8000000.0,1.0,1.0,
2017.0,6.0,Point Piper,,1.0,10000000.0,10000000.0,,4.0,80000000.0,8000000.0,,,
2017.0,9.0,Point Piper,,2.0,21000000.0,8108000.0,,10.0,48000000.0,7500000.0,1.0,,
2017.0,12.0,Point Piper,,6.0,39000000.0,15750000.0,,7.0,48000000.0,8400000.0,1.0,1.0,
2018.0,3.0,Point Piper,,3.0,19250000.0,5500000.0,,4.0,48000000.0,8400000.0,1.0,1.0,
2018.0,6.0,Point Piper,,,,,,3.0,48000000.0,8400000.0,,,
2018.0,9.0,Point Piper,,,,,,4.0,48000000.0,8400000.0,,,
2018.0,12.0,Point Piper,,3.0,16300000.0,6000000.0,,4.0,48000000.0,6750000.0,2.0,,
2019.0,3.0,Point Piper,,2.0,12900000.0,12000000.0,,5.0,48000000.0,8400000.0,1.0,1.0,
2019.0,6.0,Point Piper,,2.0,21800000.0,7600000.0,,6.0,48000000.0,8400000.0,2.0,1.0,
2019.0,9.0,Point Piper,,1.0,40000000.0,40000000.0,,6.0,48000000.0,8400000.0,,,
2019.0,12.0,Point Piper,,4.0,33000000.0,3700000.0,,7.0,55000000.0,8400000.0,,,
2020.0,3.0,Point Piper,,1.0,19500000.0,19500000.0,,7.0,48000000.0,8400000.0,,,
2020.0,6.0,Point Piper,,1.0,51000000.0,51000000.0,,9.0,48000000.0,8400000.0,1.0,,
2020.0,9.0,Point Piper,,4.0,14000000.0,7700000.0,14625000.0,12.0,48000000.0,8800000.0,1.0,1.0,
2020.0,12.0,Point Piper,,4.0,36000000.0,12950000.0,,8.0,48000000.0,7500000.0,4.0,3.0,
2021.0,3.0,Point Piper,,5.0,38500000.0,5650000.0,,7.0,50000000.0,9000000.0,,,
2021.0,6.0,Point Piper,,2.0,10000000.0,9435000.0,,4.0,48000000.0,8000000.0,2.0,1.0,
2011.0,9.0,Yarra,,,,,,,,,,,
2011.0,12.0,Yarra,,,,,,1.0,,,,,
2012.0,3.0,Yarra,,,,,,,,,,,
2012.0,6.0,Yarra,,,,,,,,,,,
2012.0,9.0,Yarra,,,,,,,,,,,
2012.0,12.0,Yarra,,,,,,,,,,,
2013.0,3.0,Yarra,,,,,,,,,,,
2013.0,6.0,Yarra,,,,,,,,,,,
2013.0,9.0,Yarra,,,,,,,,,,,
2013.0,12.0,Yarra,,,,,,,,,,,
2014.0,3.0,Yarra,,,,,,,,,,,
2014.0,6.0,Yarra,,,,,,,,,,,
2014.0,9.0,Yarra,,,,,,,,,,,
2014.0,12.0,Yarra,,,,,,,,,,,
2015.0,3.0,Yarra,,,,,,,,,,,
2015.0,6.0,Yarra,,,,,,,,,,,
2015.0,9.0,Yarra,,,,,,,,,,,
2015.0,12.0,Yarra,,,,,,,,,,,
2016.0,3.0,Yarra,,,,,,,,,,,
2016.0,6.0,Yarra,,,,,,,,,,,
2016.0,9.0,Yarra,,,,,,,,,,,
2016.0,12.0,Yarra,,,,,,,,,,,
2017.0,3.0,Yarra,,,,,,,,,,,
2017.0,6.0,Yarra,,,,,,,,,,,
2017.0,9.0,Yarra,,,,,,,,,,,
2017.0,12.0,Yarra,,,,,,,,,,,
2018.0,3.0,Yarra,,,,,,,,,,,
2018.0,6.0,Yarra,,,,,,,,,,,
2018.0,9.0,Yarra,,,,,,,,,,,
2018.0,12.0,Yarra,,,,,,,,,,,
2019.0,3.0,Yarra,,,,,,,,,,,
2019.0,6.0,Yarra,,,,,,,,,,,
2019.0,9.0,Yarra,,,,,,,,,,,
2019.0,12.0,Yarra,,,,,,,,,,,
2020.0,3.0,Yarra,,,,,,,,,,,
2020.0,6.0,Yarra,,,,,,,,,,,
2020.0,9.0,Yarra,,,,,,,,,,,
2020.0,12.0,Yarra,,,,,,,,,,,
2021.0,3.0,Yarra,,,,,,,,,,,
2021.0,6.0,Yarra,,,,,,,,,,,
2011.0,9.0,Telegraph Point,,2.0,400000.0,385000.0,,9.0,585000.0,219000.0,1.0,,
2011.0,12.0,Telegraph Point,,2.0,465000.0,460000.0,,5.0,469000.0,399000.0,,,
2012.0,3.0,Telegraph Point,,1.0,210000.0,210000.0,,5.0,649000.0,230000.0,,,
2012.0,6.0,Telegraph Point,,1.0,430000.0,430000.0,,3.0,469000.0,377000.0,,,
2012.0,9.0,Telegraph Point,,1.0,447000.0,447000.0,,4.0,469000.0,230000.0,,,
2012.0,12.0,Telegraph Point,,,,,,2.0,469000.0,315000.0,,,
2013.0,3.0,Telegraph Point,,,,,,1.0,449000.0,449000.0,1.0,,
2013.0,6.0,Telegraph Point,,2.0,440000.0,380000.0,,1.0,449000.0,449000.0,,,
2013.0,9.0,Telegraph Point,,,,,,1.0,215000.0,215000.0,,,
2013.0,12.0,Telegraph Point,,1.0,360000.0,360000.0,,3.0,895000.0,215000.0,,,
2014.0,3.0,Telegraph Point,,3.0,385000.0,190000.0,,3.0,895000.0,215000.0,,,
2014.0,6.0,Telegraph Point,,3.0,870000.0,350000.0,,4.0,895000.0,328000.0,1.0,1.0,
2014.0,9.0,Telegraph Point,,,,,,3.0,598000.0,598000.0,,,
2014.0,12.0,Telegraph Point,,,,,,1.0,593000.0,593000.0,,,
2015.0,3.0,Telegraph Point,,,,,,1.0,593000.0,593000.0,,,
2015.0,6.0,Telegraph Point,,1.0,400000.0,400000.0,,2.0,699000.0,549000.0,,,
2015.0,9.0,Telegraph Point,,4.0,537000.0,500000.0,,3.0,699000.0,489000.0,,,
2015.0,12.0,Telegraph Point,,,,,,1.0,675000.0,675000.0,,,
2016.0,3.0,Telegraph Point,,,,,,1.0,675000.0,675000.0,,,
2016.0,6.0,Telegraph Point,,2.0,630000.0,570000.0,,2.0,675000.0,575000.0,,,
2016.0,9.0,Telegraph Point,,1.0,310000.0,310000.0,,,,,,,
2016.0,12.0,Telegraph Point,,,,,,,,,,,
2017.0,3.0,Telegraph Point,,,,,,1.0,269000.0,269000.0,,,
2017.0,6.0,Telegraph Point,,,,,,1.0,269000.0,269000.0,,,
2017.0,9.0,Telegraph Point,,1.0,565000.0,565000.0,,1.0,269000.0,269000.0,,,
2017.0,12.0,Telegraph Point,,1.0,,,,1.0,449000.0,449000.0,,,
2018.0,3.0,Telegraph Point,,,,,,,,,,,
2018.0,6.0,Telegraph Point,,1.0,600000.0,600000.0,,,,,,,
2018.0,9.0,Telegraph Point,,,,,,1.0,485000.0,485000.0,,,
2018.0,12.0,Telegraph Point,,1.0,460000.0,460000.0,,1.0,465000.0,465000.0,,,
2019.0,3.0,Telegraph Point,,,,,,,,,,,
2019.0,6.0,Telegraph Point,,,,,,,,,,,
2019.0,9.0,Telegraph Point,,1.0,565000.0,565000.0,,,,,,,
2019.0,12.0,Telegraph Point,,,,,,,,,,,
2020.0,3.0,Telegraph Point,,1.0,380000.0,380000.0,,,,,,,
2020.0,6.0,Telegraph Point,,,,,,,,,,,
2020.0,9.0,Telegraph Point,,1.0,665000.0,665000.0,,1.0,675000.0,675000.0,,,
2020.0,12.0,Telegraph Point,,1.0,380000.0,380000.0,,1.0,380000.0,380000.0,,,
2021.0,3.0,Telegraph Point,,,,,,1.0,380000.0,380000.0,,,
2021.0,6.0,Telegraph Point,,,,,,,,,,,
2011.0,9.0,Paxton,,3.0,241000.0,220000.0,,6.0,495000.0,249000.0,,,
2011.0,12.0,Paxton,,6.0,320000.0,240000.0,267000.0,10.0,529000.0,239000.0,1.0,,
2012.0,3.0,Paxton,,1.0,240000.0,240000.0,,6.0,499000.0,219000.0,,,
2012.0,6.0,Paxton,,2.0,480000.0,480000.0,,7.0,619000.0,219000.0,,,
2012.0,9.0,Paxton,,2.0,580000.0,545000.0,,5.0,619000.0,219000.0,,,
2012.0,12.0,Paxton,,,,,,4.0,565000.0,204000.0,,,
2013.0,3.0,Paxton,,,,,,6.0,565000.0,199000.0,,,
2013.0,6.0,Paxton,,,,,259000.0,12.0,573000.0,199000.0,,,
2013.0,9.0,Paxton,,2.0,565000.0,370000.0,,6.0,579000.0,189000.0,1.0,1.0,
2013.0,12.0,Paxton,,3.0,565000.0,186000.0,,8.0,579000.0,189000.0,,,300.0
2014.0,3.0,Paxton,,1.0,530000.0,530000.0,,7.0,450000.0,19000.0,1.0,,300.0
2014.0,6.0,Paxton,,,,,,6.0,299000.0,19000.0,,,
2014.0,9.0,Paxton,,,,,,4.0,299000.0,200000.0,,,
2014.0,12.0,Paxton,,,,,,5.0,1125000.0,200000.0,,,
2015.0,3.0,Paxton,,,,,,4.0,890000.0,236000.0,,,
2015.0,6.0,Paxton,,,,,,3.0,890000.0,225000.0,,,
2015.0,9.0,Paxton,,,,,,4.0,890000.0,225000.0,,,
2015.0,12.0,Paxton,,1.0,620000.0,620000.0,,7.0,890000.0,225000.0,,,
2016.0,3.0,Paxton,,,,,,8.0,850000.0,339000.0,,,
2016.0,6.0,Paxton,,,,,405000.0,13.0,850000.0,339000.0,1.0,,270.0
2016.0,9.0,Paxton,,,,,,9.0,456000.0,360000.0,,,
2016.0,12.0,Paxton,,,,,,9.0,850000.0,385000.0,,,
2017.0,3.0,Paxton,,,,,425000.0,17.0,465000.0,385000.0,,,
2017.0,6.0,Paxton,,1.0,410000.0,410000.0,426000.0,16.0,545000.0,380000.0,,,
2017.0,9.0,Paxton,,1.0,410000.0,410000.0,429000.0,35.0,545000.0,263000.0,,,
2017.0,12.0,Paxton,,,,,436000.0,48.0,649000.0,263000.0,,,
2018.0,3.0,Paxton,,,,,442000.0,38.0,649000.0,263000.0,,,
2018.0,6.0,Paxton,,,,,442000.0,42.0,649000.0,263000.0,,,
2018.0,9.0,Paxton,,2.0,630000.0,185000.0,442000.0,50.0,620000.0,263000.0,,,
2018.0,12.0,Paxton,,1.0,320000.0,320000.0,450000.0,43.0,995000.0,329000.0,,,
2019.0,3.0,Paxton,,,,,464000.0,18.0,975000.0,380000.0,,,
2019.0,6.0,Paxton,,,,,479000.0,21.0,975000.0,409000.0,,,425.0
2019.0,9.0,Paxton,,1.0,585000.0,585000.0,461000.0,28.0,975000.0,402000.0,,,
2019.0,12.0,Paxton,,2.0,868000.0,720000.0,455000.0,22.0,895000.0,402000.0,,,
2020.0,3.0,Paxton,,2.0,575000.0,475000.0,458000.0,25.0,975000.0,420000.0,,,
2020.0,6.0,Paxton,,5.0,790000.0,530000.0,464000.0,30.0,975000.0,385000.0,,,
2020.0,9.0,Paxton,,,,,460000.0,13.0,568000.0,396000.0,,,
2020.0,12.0,Paxton,,,,,,10.0,568000.0,396000.0,,,
2021.0,3.0,Paxton,,1.0,785000.0,785000.0,,7.0,750000.0,379000.0,,,
2021.0,6.0,Paxton,,,,,,2.0,590000.0,424000.0,,,
2011.0,9.0,Coolah,,2.0,135000.0,73000.0,,19.0,390000.0,159000.0,1.0,1.0,
2011.0,12.0,Coolah,,1.0,135000.0,135000.0,179000.0,23.0,290000.0,95000.0,2.0,1.0,
2012.0,3.0,Coolah,,5.0,240000.0,110000.0,190000.0,23.0,329000.0,88000.0,,,
2012.0,6.0,Coolah,,4.0,220000.0,93000.0,180000.0,21.0,275000.0,88000.0,,,
2012.0,9.0,Coolah,,6.0,225000.0,125000.0,200000.0,15.0,329000.0,139000.0,,,
2012.0,12.0,Coolah,,3.0,285000.0,130000.0,195000.0,18.0,265000.0,65000.0,,,
2013.0,3.0,Coolah,,4.0,400000.0,160000.0,199000.0,17.0,280000.0,115000.0,,,
2013.0,6.0,Coolah,,4.0,210000.0,175000.0,185000.0,17.0,260000.0,115000.0,,,
2013.0,9.0,Coolah,,1.0,240000.0,240000.0,185000.0,15.0,260000.0,65000.0,,,
2013.0,12.0,Coolah,,3.0,185000.0,145000.0,183000.0,23.0,399000.0,59000.0,,,
2014.0,3.0,Coolah,,4.0,260000.0,120000.0,172000.0,23.0,399000.0,50000.0,,,
2014.0,6.0,Coolah,,1.0,135000.0,135000.0,179000.0,23.0,399000.0,87000.0,,,
2014.0,9.0,Coolah,,2.0,195000.0,123000.0,169000.0,22.0,399000.0,85000.0,,,
2014.0,12.0,Coolah,,4.0,310000.0,110000.0,176000.0,24.0,389000.0,85000.0,,,
2015.0,3.0,Coolah,,1.0,280000.0,280000.0,177000.0,20.0,379000.0,99000.0,,,
2015.0,6.0,Coolah,,5.0,340000.0,140000.0,169000.0,17.0,379000.0,99000.0,,,
2015.0,9.0,Coolah,,2.0,180000.0,130000.0,180000.0,15.0,379000.0,99000.0,,,
2015.0,12.0,Coolah,,5.0,180000.0,115000.0,180000.0,25.0,430000.0,99000.0,,,
2016.0,3.0,Coolah,,3.0,363000.0,165000.0,215000.0,23.0,430000.0,99000.0,,,
2016.0,6.0,Coolah,,6.0,363000.0,150000.0,220000.0,26.0,369000.0,99000.0,,,
2016.0,9.0,Coolah,,4.0,200000.0,133000.0,218000.0,28.0,430000.0,99000.0,,,
2016.0,12.0,Coolah,,5.0,430000.0,133000.0,220000.0,25.0,430000.0,110000.0,,,
2017.0,3.0,Coolah,,4.0,330000.0,290000.0,219000.0,25.0,425000.0,119000.0,,,
2017.0,6.0,Coolah,,5.0,320000.0,155000.0,213000.0,22.0,425000.0,140000.0,,,
2017.0,9.0,Coolah,,2.0,210000.0,155000.0,215000.0,23.0,380000.0,140000.0,,,
2017.0,12.0,Coolah,,7.0,300000.0,170000.0,198000.0,24.0,380000.0,120000.0,,,
2018.0,3.0,Coolah,,6.0,310000.0,155000.0,190000.0,27.0,430000.0,120000.0,,,
2018.0,6.0,Coolah,,1.0,255000.0,255000.0,205000.0,26.0,430000.0,120000.0,,,
2018.0,9.0,Coolah,,3.0,373000.0,185000.0,210000.0,27.0,430000.0,120000.0,,,
2018.0,12.0,Coolah,,2.0,185000.0,155000.0,210000.0,30.0,460000.0,120000.0,1.0,,
2019.0,3.0,Coolah,,5.0,215000.0,166000.0,213000.0,32.0,670000.0,120000.0,,,
2019.0,6.0,Coolah,,4.0,195000.0,161000.0,220000.0,34.0,670000.0,120000.0,,,
2019.0,9.0,Coolah,,3.0,450000.0,161000.0,215000.0,38.0,600000.0,120000.0,,,
2019.0,12.0,Coolah,,2.0,300000.0,165000.0,213000.0,40.0,600000.0,120000.0,,,
2020.0,3.0,Coolah,,5.0,315000.0,180000.0,230000.0,45.0,600000.0,120000.0,,,
2020.0,6.0,Coolah,,1.0,180000.0,180000.0,230000.0,42.0,650000.0,120000.0,,,
2020.0,9.0,Coolah,,2.0,420000.0,245000.0,220000.0,29.0,650000.0,110000.0,,,
2020.0,12.0,Coolah,,5.0,310000.0,190000.0,230000.0,30.0,650000.0,110000.0,,,
2021.0,3.0,Coolah,,9.0,350000.0,75000.0,240000.0,29.0,600000.0,139000.0,,,
2021.0,6.0,Coolah,203000.0,14.0,320000.0,135000.0,240000.0,29.0,600000.0,139000.0,,,
2011.0,9.0,Mortdale,664000.0,34.0,1560000.0,370000.0,658000.0,51.0,1550000.0,365000.0,6.0,4.0,455.0
2011.0,12.0,Mortdale,618000.0,32.0,896000.0,380000.0,650000.0,49.0,1100000.0,300000.0,8.0,2.0,498.0
2012.0,3.0,Mortdale,703000.0,18.0,850000.0,400000.0,670000.0,35.0,950000.0,300000.0,6.0,4.0,495.0
2012.0,6.0,Mortdale,680000.0,25.0,1005000.0,400000.0,683000.0,53.0,2000000.0,400000.0,8.0,5.0,505.0
2012.0,9.0,Mortdale,669000.0,32.0,1113000.0,448000.0,653000.0,45.0,1250000.0,450000.0,11.0,8.0,450.0
2012.0,12.0,Mortdale,640000.0,31.0,1185000.0,480000.0,660000.0,43.0,5050000.0,450000.0,10.0,5.0,480.0
2013.0,3.0,Mortdale,699000.0,26.0,1073000.0,430000.0,750000.0,31.0,2000000.0,400000.0,6.0,3.0,470.0
2013.0,6.0,Mortdale,700000.0,25.0,950000.0,575000.0,710000.0,29.0,1098000.0,399000.0,4.0,3.0,470.0
2013.0,9.0,Mortdale,791000.0,31.0,1506000.0,560000.0,707000.0,38.0,1200000.0,59000.0,16.0,11.0,480.0
2013.0,12.0,Mortdale,790000.0,38.0,1360000.0,547000.0,730000.0,44.0,1496000.0,400000.0,23.0,18.0,550.0
2014.0,3.0,Mortdale,858000.0,28.0,1131000.0,650000.0,730000.0,47.0,1097000.0,430000.0,15.0,12.0,500.0
2014.0,6.0,Mortdale,900000.0,29.0,1380000.0,695000.0,838000.0,41.0,1350000.0,620000.0,16.0,13.0,520.0
2014.0,9.0,Mortdale,850000.0,33.0,1336000.0,566000.0,798000.0,44.0,1350000.0,590000.0,22.0,18.0,540.0
2014.0,12.0,Mortdale,872000.0,42.0,1671000.0,598000.0,790000.0,45.0,1435000.0,66000.0,28.0,22.0,550.0
2015.0,3.0,Mortdale,1000000.0,15.0,1435000.0,692000.0,790000.0,18.0,1298000.0,630000.0,9.0,9.0,550.0
2015.0,6.0,Mortdale,1001000.0,20.0,1620000.0,560000.0,885000.0,21.0,1325000.0,600000.0,14.0,13.0,600.0
2015.0,9.0,Mortdale,1143000.0,28.0,1960000.0,500000.0,1000000.0,31.0,1360000.0,675000.0,24.0,22.0,550.0
2015.0,12.0,Mortdale,905000.0,25.0,2130000.0,645000.0,895000.0,36.0,1650000.0,645000.0,19.0,13.0,585.0
