postcode,locality,state,long,lat
2343,YANNERGEE,NSW,150.372784,-31.505932
2343,YARRAMAN,NSW,150.1491418,-31.66545698
2344,DURI,NSW,150.729574,-31.17375
2344,WINTON,NSW,150.729574,-31.17375
2345,ATTUNGA,NSW,150.875031,-30.864342
2345,GARTHOWEN,NSW,150.875031,-30.864342
2346,BORAH CREEK,NSW,150.5206378,-30.60226666
2346,HALLS CREEK,NSW,150.761923,-30.627675
2346,KLORI,NSW,150.761923,-30.627675
2346,MANILLA,NSW,150.761923,-30.627675
2346,NAMOI RIVER,NSW,150.8152056,-30.59005394
2346,NEW MEXICO,NSW,150.6278623,-30.74039865
2346,RUSHES CREEK,NSW,150.6548008,-30.81768151
2346,UPPER MANILLA,NSW,150.761923,-30.627675
2346,WARRABAH,NSW,150.9716354,-30.50223813
2346,WIMBORNE,NSW,150.6553399,-30.69280149
2346,WONGO CREEK,NSW,150.518242,-30.72850361
2347,BANOON,NSW,150.523163,-30.281899
2347,BARRABA,NSW,150.523163,-30.281899
2347,CARODA,NSW,150.523163,-30.281899
2347,COBBADAH,NSW,150.523163,-30.281899
2347,GULF CREEK,NSW,150.523163,-30.281899
2347,GUNDAMULDA,NSW,150.523163,-30.281899
2347,HORTON VALLEY,NSW,150.523163,-30.281899
2347,IRONBARK,NSW,150.523163,-30.281899
2347,LINDESAY,NSW,150.523163,-30.281899
2347,LONGARM,NSW,150.523163,-30.281899
2347,MAYVALE,NSW,150.523163,-30.281899
2347,RED HILL,NSW,150.523163,-30.281899
2347,THIRLDENE,NSW,150.9072537,-30.33223081
2347,THIRLOENE,NSW,150.523163,-30.281899
2347,UPPER HORTON,NSW,150.3586846,-30.1814995
2347,WOODSREEF,NSW,150.523163,-30.281899
2348,NEW ENGLAND MC,NSW,146.921,-31.2532
2350,ABERFOYLE,NSW,151.906153,-30.493397
2350,ABINGTON,NSW,151.906153,-30.493397
2350,ACACIA PARK,NSW,151.906153,-30.493397
2350,ARGYLE,NSW,151.906153,-30.493397
2350,ARMIDALE,NSW,151.906153,-30.493397
2350,ARMIDALE DC,NSW,0,0
2350,ARMIDALE EAST,NSW,0,0
2350,BEN VENUE,NSW,151.906153,-30.493397
2350,BONA VISTA,NSW,151.906153,-30.493397
2350,BOOROLONG,NSW,151.906153,-30.493397
2350,CASTLE DOYLE,NSW,151.906153,-30.493397
2350,COMMISSIONERS WATERS,NSW,151.906153,-30.493397
2350,DANGARSLEIGH,NSW,151.906153,-30.493397
2350,DONALD CREEK,NSW,151.906153,-30.493397
2350,DUMARESQ,NSW,151.906153,-30.493397
2350,DUVAL,NSW,151.906153,-30.493397
2350,EAST ARMIDALE,NSW,151.906153,-30.493397
2350,ENMORE,NSW,151.906153,-30.493397
2350,HILLGROVE,NSW,151.906153,-30.493397
2350,INVERGOWRIE,NSW,151.906153,-30.493397
2350,JEOGLA,NSW,151.906153,-30.493397
2350,KELLYS PLAINS,NSW,151.906153,-30.493397
2350,LYNDHURST,NSW,151.906153,-30.493397
2350,MADGWICK,NSW,151.906153,-30.493397
2350,METZ,NSW,151.906153,-30.493397
2350,NEWLING,NSW,151.906153,-30.493397
2350,NORTH HILL,NSW,151.906153,-30.493397
2350,PUDDLEDOCK,NSW,151.906153,-30.493397
2350,SAUMAREZ,NSW,151.906153,-30.493397
2350,SAUMAREZ PONDS,NSW,151.906153,-30.493397
2350,SOUDAN HEIGHTS,NSW,151.906153,-30.493397
2350,SOUTH HILL,NSW,151.906153,-30.493397
2350,ST PATRICKS,NSW,151.906153,-30.493397
2350,THALGARRAH,NSW,151.906153,-30.493397
2350,TILBUSTER,NSW,151.906153,-30.493397
2350,WARDS MISTAKE,NSW,151.906153,-30.493397
2350,WEST ARMIDALE,NSW,151.906153,-30.493397
2350,WOLLOMOMBI,NSW,151.906153,-30.493397
2350,WONGWIBINDA,NSW,151.906153,-30.493397
2351,UNIVERSITY OF NEW ENGLAND,NSW,151.639627,-30.489129
2352,KOOTINGAL,NSW,151.246189,-31.088119
2352,LIMBRI,NSW,151.246189,-31.088119
2352,MULLA CREEK,NSW,151.246189,-31.088119
2352,TINTINHULL,NSW,151.246189,-31.088119
2353,MOONBI,NSW,151.095609,-30.973619
2354,BRANGA PLAINS,NSW,151.762627,-31.145898
2354,KENTUCKY,NSW,151.762627,-31.145898
2354,KENTUCKY SOUTH,NSW,151.762627,-31.145898
2354,MOONA PLAINS,NSW,151.762627,-31.145898
2354,NIANGALA,NSW,151.762627,-31.145898
2354,NOWENDOC,NSW,151.762627,-31.145898
2354,UPPER YARROWITCH,NSW,151.762627,-31.145898
2354,WALCHA,NSW,151.762627,-31.145898
2354,WALCHA ROAD,NSW,151.4210065,-30.9268813
2354,WOLLUN,NSW,151.762627,-31.145898
2354,WOOLBROOK,NSW,151.762627,-31.145898
2354,YARROWITCH,NSW,151.762627,-31.145898
2355,BENDEMEER,NSW,151.154222,-30.775229
2355,RETREAT,NSW,151.154222,-30.775229
2355,WATSONS CREEK,NSW,151.154222,-30.775229
2356,GWABEGAR,NSW,148.96949,-30.619798
2357,BOMERA,NSW,149.781025,-31.51588428
2357,BOX RIDGE,NSW,149.5217496,-31.45375337
2357,BUGALDIE,NSW,149.263874,-31.193339
2357,COONABARABRAN,NSW,149.263874,-31.193339
2357,DANDRY,NSW,149.3329545,-31.06421377
2357,GOWANG,NSW,149.0743258,-31.42598894
2357,PURLEWAUGH,NSW,149.263874,-31.193339
2357,ROCKY GLEN,NSW,149.263874,-31.193339
2357,TANNABAR,NSW,149.1691616,-31.35339341
2357,ULAMAMBRI,NSW,149.263874,-31.193339
2357,WATTLE SPRINGS,NSW,149.2810155,-31.44646535
2357,YEARINAN,NSW,149.263874,-31.193339
2358,ARDING,NSW,151.297519,-30.540297
2358,BAKERS CREEK,NSW,151.297519,-30.540297
2358,BALALA,NSW,151.297519,-30.540297
2358,GOSTWYCK,NSW,151.297519,-30.540297
2358,KINGSTOWN,NSW,151.297519,-30.540297
2358,MIHI,NSW,151.297519,-30.540297
2358,ROCKY RIVER,NSW,151.297519,-30.540297
2358,SALISBURY PLAINS,NSW,151.297519,-30.540297
2358,TORRYBURN,NSW,151.297519,-30.540297
2358,URALLA,NSW,151.297519,-30.540297
2358,YARROWYCK,NSW,151.297519,-30.540297
2359,BAKERS CREEK,NSW,150.9955739,-30.3248214
2359,BUNDARRA,NSW,151.001122,-30.140505
2359,CAMERONS CREEK,NSW,151.001122,-30.140505
2360,AUBURN VALE,NSW,151.162025,-29.630052
2360,BRODIES PLAINS,NSW,151.1991959,-29.80983727
2360,BUKKULLA,NSW,151.162025,-29.630052
2360,CHERRY TREE HILL,NSW,151.162025,-29.630052
2360,COPETON,NSW,151.162025,-29.630052
2360,ELSMORE,NSW,151.162025,-29.630052
2360,GILGAI,NSW,151.162025,-29.630052
2360,GRAMAN,NSW,151.162025,-29.630052
2360,GUM FLAT,NSW,151.162025,-29.630052
2360,HOWELL,NSW,151.162025,-29.630052
2360,INVERELL,NSW,151.162025,-29.630052
2360,KINGS PLAINS,NSW,151.162025,-29.630052
2360,LITTLE PLAIN,NSW,151.162025,-29.630052
2360,LONG PLAIN,NSW,151.162025,-29.630052
2360,MOUNT RUSSELL,NSW,151.162025,-29.630052
2360,NEWSTEAD,NSW,151.162025,-29.630052
2360,NULLAMANNA,NSW,151.162025,-29.630052
2360,OAKWOOD,NSW,151.162025,-29.630052
2360,PARADISE,NSW,151.162025,-29.630052
2360,ROB ROY,NSW,151.162025,-29.630052
2360,SAPPHIRE,NSW,151.162025,-29.630052
2360,SPRING MOUNTAIN,NSW,151.162025,-29.630052
2360,STANBOROUGH,NSW,151.162025,-29.630052
2360,SWANBROOK,NSW,151.162025,-29.630052
2360,WALLANGRA,NSW,151.162025,-29.630052
2360,WANDERA,NSW,151.1474963,-29.66963849
2360,WOODSTOCK,NSW,151.314883,-29.74182058
2361,ASHFORD,NSW,151.141751,-29.198493
2361,ATHOLWOOD,NSW,151.141751,-29.198493
2361,BONSHAW,NSW,151.141751,-29.198493
2361,LIMESTONE,NSW,151.141751,-29.198493
2361,PINDAROI,NSW,151.141751,-29.198493
2365,BACKWATER,NSW,151.673028,-30.115913
2365,BALD BLAIR,NSW,151.673028,-30.115913
2365,BALDERSLEIGH,NSW,151.673028,-30.115913
2365,BASSENDEAN,NSW,151.673028,-30.115913
2365,BEN LOMOND,NSW,151.673028,-30.115913
2365,BLACK MOUNTAIN,NSW,151.673028,-30.115913
2365,BOOROLONG,NSW,151.673028,-30.115913
2365,BRIARBROOK,NSW,151.673028,-30.115913
2365,BROCKLEY,NSW,151.673028,-30.115913
2365,BRUSHY CREEK,NSW,151.673028,-30.115913
2365,FALCONER,NSW,151.673028,-30.115913
2365,GEORGES CREEK,NSW,151.673028,-30.115913
2365,GLEN NEVIS,NSW,151.673028,-30.115913
2365,GLENCOE,NSW,151.673028,-30.115913
2365,GREEN HILLS,NSW,151.673028,-30.115913
2365,GUYRA,NSW,151.673028,-30.115913
2365,LLANGOTHLIN,NSW,151.673028,-30.115913
2365,MAYBOLE,NSW,151.673028,-30.115913
2365,MOUNT MITCHELL,NSW,151.673028,-30.115913
2365,NEW VALLEY,NSW,151.673028,-30.115913
2365,OBAN,NSW,151.673028,-30.115913
2365,SOUTH GUYRA,NSW,151.673028,-30.115913
2365,TENTERDEN,NSW,151.673028,-30.115913
2365,THE BASIN,NSW,151.673028,-30.115913
2365,THE GULF,NSW,151.673028,-30.115913
2365,TUBBAMURRA,NSW,151.673028,-30.115913
2365,WANDSWORTH,NSW,151.673028,-30.115913
2369,OLD MILL,NSW,151.265077,-29.985367
2369,STANNIFER,NSW,151.265077,-29.985367
2369,TINGHA,NSW,151.265077,-29.985367
2370,BALD NOB,NSW,151.869397,-29.736171
2370,DIEHARD,NSW,151.869397,-29.736171
2370,DUNDEE,NSW,151.869397,-29.736171
2370,FURRACABAD,NSW,151.869397,-29.736171
2370,GIBRALTAR RANGE,NSW,151.869397,-29.736171
2370,GLEN ELGIN,NSW,151.869397,-29.736171
2370,GLEN INNES,NSW,151.869397,-29.736171
2370,KINGSGATE,NSW,151.869397,-29.736171
2370,KINGSLAND,NSW,151.4677895,-29.70222047
2370,KOOKABOOKRA,NSW,151.869397,-29.736171
2370,LAMBS VALLEY,NSW,151.869397,-29.736171
2370,MATHESON,NSW,151.869397,-29.736171
2370,MOGGS SWAMP,NSW,151.869397,-29.736171
2370,MOOGEM,NSW,151.869397,-29.736171
2370,MORVEN,NSW,151.869397,-29.736171
2370,NEWTON BOYD,NSW,151.869397,-29.736171
2370,PINKETT,NSW,151.869397,-29.736171
2370,RANGERS VALLEY,NSW,151.869397,-29.736171
2370,RED RANGE,NSW,151.869397,-29.736171
2370,REDDESTONE,NSW,151.869397,-29.736171
2370,SHANNON VALE,NSW,151.869397,-29.736171
2370,STONEHENGE,NSW,151.869397,-29.736171
2370,SWAN VALE,NSW,151.869397,-29.736171
2370,WELLINGROVE,NSW,151.869397,-29.736171
2370,YARROWFORD,NSW,151.869397,-29.736171
2371,CAPOOMPETA,NSW,151.814675,-29.36625
2371,DEEPWATER,NSW,151.814675,-29.36625
2371,EMMAVILLE,NSW,151.814675,-29.36625
2371,ROCKY CREEK,NSW,151.814675,-29.36625
2371,STANNUM,NSW,151.814675,-29.36625
2371,TENT HILL,NSW,151.814675,-29.36625
2371,THE GULF,NSW,151.814675,-29.36625
2371,TORRINGTON,NSW,151.814675,-29.36625
2371,TUNGSTEN,NSW,151.814675,-29.36625
2371,WELLINGTON VALE,NSW,151.814675,-29.36625
2371,YELLOW DAM,NSW,151.814675,-29.36625
2372,BACK CREEK,NSW,151.7288939,-28.96166715
2372,BILLYRIMBA,NSW,151.999661,-29.083319
2372,BLACK SWAMP,NSW,151.999661,-29.083319
2372,BLUFF ROCK,NSW,151.999661,-29.083319
2372,BOLIVIA,NSW,151.999661,-29.083319
2372,BOOKOOKOORARA,NSW,152.0684087,-28.77766139
2372,BOONOO BOONOO,NSW,151.999661,-29.083319
2372,BOOROOK,NSW,151.999661,-29.083319
2372,BRYANS GAP,NSW,151.999661,-29.083319
2372,BUNGULLA,NSW,151.999661,-29.083319
2372,CARROLLS CREEK,NSW,151.999661,-29.083319
2372,CULLENDORE,NSW,152.1551366,-28.49040206
2372,DUMARESQ VALLEY,NSW,151.4848277,-29.17228885
2372,FOREST LAND,NSW,152.1353448,-29.26059113
2372,LISTON,NSW,151.999661,-29.083319
2372,MINGOOLA,NSW,151.999661,-29.083319
2372,MOLE RIVER,NSW,151.6360172,-29.0306328
2372,PYES CREEK,NSW,151.999661,-29.083319
2372,RIVERTREE,NSW,151.999661,-29.083319
2372,ROCKY RIVER,NSW,152.306808,-29.18550255
2372,SANDY FLAT,NSW,151.999661,-29.083319
2372,SANDY HILL,NSW,151.999661,-29.083319
2372,SILENT GROVE,NSW,151.999661,-29.083319
2372,STEINBROOK,NSW,151.999661,-29.083319
2372,SUNNYSIDE,NSW,151.999661,-29.083319
2372,TARBAN,NSW,151.8716845,-28.96705987
2372,TENTERFIELD,NSW,151.999661,-29.083319
2372,THE SCRUB,NSW,151.999661,-29.083319
2372,TIMBARRA,NSW,152.2302973,-29.05657437
2372,WILLSONS DOWNFALL,NSW,151.999661,-29.083319
2372,WOODSIDE,NSW,151.8404829,-29.06686201
2372,WYLIE CREEK,NSW,151.999661,-29.083319
2379,GOOLHI,NSW,149.754627,-31.126265
2379,MULLALEY,NSW,149.754627,-31.126265
2379,NAPIER LANE,NSW,149.5378325,-31.22948628
2379,NOMBI,NSW,149.7614891,-31.18757986
2380,BASIN PLAIN,NSW,150.199154,-31.046117
2380,BLUE VALE,NSW,150.199154,-31.046117
2380,BURBURGATE,NSW,150.199154,-31.046117
2380,COOCOOBOONAH,NSW,150.199154,-31.046117
2380,EMERALD HILL,NSW,150.199154,-31.046117
2380,GHOOLENDAADI,NSW,150.199154,-31.046117
2380,GUNNEDAH,NSW,150.199154,-31.046117
2380,GUNNEMBENE,NSW,150.199154,-31.046117
2380,KELVIN,NSW,150.199154,-31.046117
2380,MARYS MOUNT,NSW,150.199154,-31.046117
2380,MEERMAUL,NSW,150.199154,-31.046117
2380,MILROY,NSW,150.199154,-31.046117
2380,NOGGABRI,NSW,150.199154,-31.046117
2380,ORANGE GROVE,NSW,150.199154,-31.046117
2380,RANGARI,NSW,150.199154,-31.046117
2381,BREEZA,NSW,150.457901,-31.244175
2381,CURLEWIS,NSW,150.457901,-31.244175
2381,NEA,NSW,150.457901,-31.244175
2381,PREMER,NSW,150.457901,-31.244175
2381,PULLAMING,NSW,150.457901,-31.244175
2381,TAMBAR SPRINGS,NSW,150.457901,-31.244175
2382,BOGGABRI,NSW,150.17806,-30.595044
2382,MAULES CREEK,NSW,150.17806,-30.595044
2382,WEAN,NSW,150.17806,-30.595044
2382,WILLALA,NSW,150.17806,-30.595044
2386,BURREN JUNCTION,NSW,148.924417,-30.07897
2386,DRILDOOL,NSW,148.924417,-30.07897
2386,NOWLEY,NSW,149.1501936,-30.01165066
2387,BULYEROI,NSW,149.1822101,-29.79568858
2387,ROWENA,NSW,148.837106,-29.757915
2388,BOOLCARROLL,NSW,149.001543,-30.427329
2388,CUTTABRI,NSW,149.001543,-30.427329
2388,JEWS LAGOON,NSW,149.001543,-30.427329
2388,MERAH NORTH,NSW,149.001543,-30.427329
2388,PILLIGA,NSW,149.001543,-30.427329
2388,SPRING PLAINS,NSW,149.001543,-30.427329
2388,THE PILLIGA,NSW,149.001543,-30.427329
2388,WEE WAA,NSW,149.001543,-30.427329
2388,YARRIE LAKE,NSW,149.001543,-30.427329
2390,BAAN BAA,NSW,149.767538,-30.413331
2390,BACK CREEK,NSW,150.27558,-30.11226482
2390,BERRIGAL,NSW,150.1146539,-29.96557013
2390,BOHENA CREEK,NSW,149.767538,-30.413331
2390,BULLAWA CREEK,NSW,149.767538,-30.413331
2390,COURADDA,NSW,149.767538,-30.413331
2390,EDGEROI,NSW,149.767538,-30.413331
2390,EULAH CREEK,NSW,149.767538,-30.413331
2390,HARPARARY,NSW,149.767538,-30.413331
2390,JACKS CREEK,NSW,149.767538,-30.413331
2390,KAPUTAR,NSW,149.767538,-30.413331
2390,NARRABRI,NSW,149.767538,-30.413331
2390,NARRABRI WEST,NSW,149.767538,-30.413331
2390,ROCKY CREEK,NSW,150.2598195,-29.99938637
2390,TARRIARO,NSW,149.767538,-30.413331
2390,TURRAWAN,NSW,149.767538,-30.413331
2395,BINNAWAY,NSW,149.440922,-31.584172
2395,ROPERS ROAD,NSW,149.4787008,-31.54621044
2395,WEETALIBA,NSW,149.440922,-31.584172
2396,BARADINE,NSW,148.984063,-30.777381
2396,BARWON,NSW,148.984063,-30.777381
2396,GOORIANAWA,NSW,148.9900531,-31.13300534
2396,KENEBRI,NSW,148.984063,-30.777381
2397,BELLATA,NSW,149.690988,-29.925739
2397,JEWS LAGOON,NSW,149.4666001,-29.86779202
2397,MILLIE,NSW,149.690988,-29.925739
2397,THALABA,NSW,149.690988,-29.925739
2398,GURLEY,NSW,149.795738,-29.741061
2399,BINIGUY,NSW,150.222662,-29.409325
2399,MILGUY,NSW,150.222662,-29.409325
2399,PALLAMALLAWA,NSW,150.222662,-29.409325
2400,ASHLEY,NSW,149.462148,-29.474921
2400,BULLARAH,NSW,149.462148,-29.474921
2400,CROOBLE,NSW,149.462148,-29.474921
2400,MALLOWA,NSW,149.462148,-29.474921
2400,MOREE,NSW,149.462148,-29.474921
2400,MOREE EAST,NSW,149.462148,-29.474921
2400,TERRY HIE HIE,NSW,149.462148,-29.474921
2400,TIKITERE,NSW,149.462148,-29.474921
2400,TULLOONA,NSW,149.462148,-29.474921
2400,YARRAMAN,NSW,149.462148,-29.474921
2401,GRAVESEND,NSW,150.331619,-29.611901
2402,COOLATAI,NSW,150.547545,-29.441821
2402,WARIALDA,NSW,150.547545,-29.441821
2402,WARIALDA RAIL,NSW,150.547545,-29.441821
2403,BALFOURS PEAK,NSW,150.7837543,-29.46368911
2403,DELUNGRA,NSW,150.787333,-29.620234
2403,GRAGIN,NSW,150.787333,-29.620234
2403,KOLOONA,NSW,150.787333,-29.620234
2403,MYALL CREEK,NSW,150.787333,-29.620234
2404,BANGHEET,NSW,150.4165507,-29.83711766
2404,BINGARA,NSW,150.49786,-29.871532
2404,DINOGA,NSW,150.49786,-29.871532
2404,ELCOMBE,NSW,150.3155103,-29.8596195
2404,GINEROI,NSW,150.5025855,-29.73913547
2404,KEERA,NSW,150.49786,-29.871532
2404,PALLAL,NSW,150.4433102,-29.9737811
2404,UPPER BINGARA,NSW,150.49786,-29.871532
2404,WHITLOW,NSW,150.7354843,-29.89153536
2405,BOOMI,NSW,149.647249,-28.894651
2405,GARAH,NSW,149.647249,-28.894651
2406,MUNGINDI,NSW,148.847796,-28.893724
2406,WEEMELAH,NSW,148.847796,-28.893724
2408,BLUE NOBBY,NSW,150.5788791,-29.02809007
2408,MUNGLE,NSW,150.435032,-29.035918
2408,NORTH STAR,NSW,150.435032,-29.035918
2408,YALLAROI,NSW,150.5199163,-29.11854168
2409,BOGGABILLA,NSW,150.185847,-28.707837
2409,BOONAL,NSW,150.5515363,-28.76070035
2410,TWIN RIVERS,NSW,150.6884812,-28.70513532
2410,YETMAN,NSW,150.742604,-28.901048
2411,CROPPA CREEK,NSW,150.307886,-29.131193
2415,MONKERAI,NSW,151.888327,-32.306267
2415,NOOROO,NSW,151.888327,-32.306267
2415,STROUD ROAD,NSW,151.888327,-32.306267
2415,UPPER KARUAH RIVER,NSW,151.7445251,-32.16526685
2415,WEISMANTELS,NSW,151.888327,-32.306267
2420,ALISON,NSW,151.685456,-32.239696
2420,BANDON GROVE,NSW,151.685456,-32.239696
2420,BENDOLBA,NSW,151.685456,-32.239696
2420,BROOKFIELD,NSW,151.685456,-32.239696
2420,BROWNMORE,NSW,151.685456,-32.239696
2420,CAMBRA,NSW,151.685456,-32.239696
2420,CHICHESTER,NSW,151.685456,-32.239696
2420,DINGADEE,NSW,151.685456,-32.239696
2420,DUNGOG,NSW,151.685456,-32.239696
2420,DUSODIE,NSW,151.685456,-32.239696
2420,FLAT TOPS,NSW,151.685456,-32.239696
2420,FOSTERTON,NSW,151.685456,-32.239696
2420,HANLEYS CREEK,NSW,151.6835195,-32.41767413
2420,HILLDALE,NSW,151.685456,-32.239696
2420,MAIN CREEK,NSW,151.685456,-32.239696
2420,MARSHDALE,NSW,151.685456,-32.239696
2420,MARTINS CREEK,NSW,151.685456,-32.239696
2420,MUNNI,NSW,151.685456,-32.239696
2420,SALISBURY,NSW,151.685456,-32.239696
2420,STROUD HILL,NSW,151.8123007,-32.37931999
2420,SUGARLOAF,NSW,151.6912683,-32.38124101
2420,TABBIL CREEK,NSW,151.7323463,-32.42249509
2420,TILLEGRA,NSW,151.685456,-32.239696
2420,UNDERBANK,NSW,151.685456,-32.239696
2420,UPPER CHICHESTER,NSW,151.685456,-32.239696
2420,WALLARINGA,NSW,151.6709688,-32.45449922
2420,WALLAROBBA,NSW,151.685456,-32.239696
2420,WIRRAGULLA,NSW,151.7352991,-32.45415227
2421,FISHERS HILL,NSW,151.543017,-32.601853
2421,PATERSON,NSW,151.543017,-32.601853
2421,SUMMER HILL,NSW,151.4940695,-32.46923642
2421,TOCAL,NSW,151.543017,-32.601853
2421,TORRYBURN,NSW,151.543017,-32.601853
2421,TREVALLYN,NSW,151.543017,-32.601853
2421,VACY,NSW,151.543017,-32.601853
2421,WEBBERS CREEK,NSW,151.5127294,-32.58240999
2422,BACK CREEK,NSW,151.865806,-31.973082
2422,BAKERS CREEK,NSW,151.865806,-31.973082
2422,BARRINGTON,NSW,151.865806,-31.973082
2422,BARRINGTON TOPS,NSW,151.865806,-31.973082
2422,BAXTERS RIDGE,NSW,151.9042773,-31.70736492
2422,BELBORA,NSW,151.865806,-31.973082
2422,BERRICO,NSW,151.865806,-31.973082
2422,BINDERA,NSW,151.865806,-31.973082
2422,BOWMAN,NSW,151.865806,-31.973082
2422,BOWMAN FARM,NSW,151.865806,-31.973082
2422,BRETTI,NSW,151.865806,-31.973082
2422,BULLIAC,NSW,151.865806,-31.973082
2422,BUNDOOK,NSW,151.865806,-31.973082
2422,CALLAGHANS CREEK,NSW,152.0057689,-31.85785497
2422,CALLAGHANS CREEKS,NSW,151.865806,-31.973082
2422,COBARK,NSW,151.865806,-31.973082
2422,CONEAC,NSW,151.865806,-31.973082
2422,COPELAND,NSW,151.865806,-31.973082
2422,CORROBOREE FLAT,NSW,151.865806,-31.973082
2422,CRAVEN,NSW,151.865806,-31.973082
2422,CRAVEN PLATEAU,NSW,151.865806,-31.973082
2422,CURRICABARK,NSW,151.865806,-31.973082
2422,DEWITT,NSW,151.865806,-31.973082
2422,DOON AYRE,NSW,151.865806,-31.973082
2422,FAULKLAND,NSW,151.865806,-31.973082
2422,FORBESDALE,NSW,151.865806,-31.973082
2422,GANGAT,NSW,151.865806,-31.973082
2422,GIRO,NSW,151.865806,-31.973082
2422,GLEN WARD,NSW,151.865806,-31.973082
2422,GLOUCESTER,NSW,151.865806,-31.973082
2422,GLOUCESTER TOPS,NSW,151.6196186,-32.06617564
2422,INVERGORDON,NSW,151.865806,-31.973082
2422,KIA ORA,NSW,151.865806,-31.973082
2422,MARES RUN,NSW,151.8000688,-31.64114923
2422,MAUDVILLE,NSW,151.865806,-31.973082
2422,MERNOT,NSW,151.572082,-31.68852751
2422,MOGRANI,NSW,151.865806,-31.973082
2422,MOGRANI CREEK,NSW,151.865806,-31.973082
2422,MOPPY,NSW,151.865806,-31.973082
2422,MOUNT PEERLESS,NSW,151.865806,-31.973082
2422,PITLOCHRY,NSW,151.865806,-31.973082
2422,RAWDON VALE,NSW,151.865806,-31.973082
2422,ROOKHURST,NSW,151.865806,-31.973082
2422,STRATFORD,NSW,151.865806,-31.973082
2422,TERREEL,NSW,152.0443123,-32.22050122
2422,TIBBUC,NSW,151.865806,-31.973082
2422,TITAATEE CREEK,NSW,151.865806,-31.973082
2422,TUGRABAKH,NSW,151.865806,-31.973082
2422,UPPER BOWMAN,NSW,151.865806,-31.973082
2422,WALLANBAH,NSW,151.865806,-31.973082
2422,WAPRA,NSW,151.865806,-31.973082
2422,WARDS RIVER,NSW,151.865806,-31.973082
2422,WAUKIVORY,NSW,151.865806,-31.973082
2422,WIRRADGURIE,NSW,151.865806,-31.973082
2422,WOKO,NSW,151.865806,-31.973082
2423,BOMBAH POINT,NSW,152.270901,-32.364861
2423,BOOLAMBAYTE,NSW,152.270901,-32.364861
2423,BULAHDELAH,NSW,152.270901,-32.364861
2423,BUNGWAHL,NSW,152.270901,-32.364861
2423,COOLONGOLOOK,NSW,152.270901,-32.364861
2423,CRAWFORD RIVER,NSW,152.270901,-32.364861
2423,MARKWELL,NSW,152.270901,-32.364861
2423,MAYERS FLAT,NSW,152.270901,-32.364861
2423,MUNGO BRUSH,NSW,152.3387837,-32.50359189
2423,MYALL LAKE,NSW,152.3595903,-32.43663026
2423,NERONG,NSW,152.270901,-32.364861
2423,SEAL ROCKS,NSW,152.270901,-32.364861
2423,TOPI TOPI,NSW,152.270901,-32.364861
2423,UPPER MYALL,NSW,152.270901,-32.364861
2423,VIOLET HILL,NSW,152.32089,-32.45109008
2423,WALLINGAT,NSW,152.270901,-32.364861
2423,WANG WAUK,NSW,152.270901,-32.364861
2423,WARRANULLA,NSW,152.270901,-32.364861
2423,WILLINA,NSW,152.270901,-32.364861
2423,WOOTTON,NSW,152.270901,-32.364861
2423,YAGON,NSW,152.4779446,-32.4396064
2424,CAFFREYS FLAT,NSW,151.964845,-31.6402
2424,CELLS RIVER,NSW,152.1167381,-31.56699059
2424,CHARITY CREEK,NSW,151.964845,-31.6402
2424,COOPLACURRIPA,NSW,151.964845,-31.6402
2424,CUNDLE FLAT,NSW,151.964845,-31.6402
2424,KNORRIT FLAT,NSW,151.964845,-31.6402
2424,KNORRIT FOREST,NSW,152.1403477,-31.81134946
2424,MOUNT GEORGE,NSW,151.964845,-31.6402
2424,NUMBER ONE,NSW,151.964845,-31.6402
2424,ROCKS CROSSING,NSW,151.964845,-31.6402
2424,TIRI,NSW,151.964845,-31.6402
2424,WOODSIDE,NSW,151.964845,-31.6402
2425,ALLWORTH,NSW,152.002451,-32.417598
2425,BOORAL,NSW,152.002451,-32.417598
2425,GIRVAN,NSW,152.002451,-32.417598
2425,STROUD,NSW,152.002451,-32.417598
2425,THE BRANCH,NSW,152.002451,-32.417598
2425,WASHPOOL,NSW,152.002451,-32.417598
2426,COOPERNOOK,NSW,152.595335,-31.817926
2426,LANGLEY VALE,NSW,152.595335,-31.817926
2426,MOTO,NSW,152.595335,-31.817926
2427,CROWDY HEAD,NSW,152.686583,-31.842318
2427,HARRINGTON,NSW,152.686583,-31.842318
2428,BLUEYS BEACH,NSW,152.454216,-32.196739
2428,BOOMERANG BEACH,NSW,152.454216,-32.196739
2428,BOOTI BOOTI,NSW,152.454216,-32.196739
2428,CHARLOTTE BAY,NSW,152.454216,-32.196739
2428,COOMBA BAY,NSW,152.454216,-32.196739
2428,COOMBA PARK,NSW,152.454216,-32.196739
2428,DARAWANK,NSW,152.454216,-32.196739
2428,ELIZABETH BEACH,NSW,152.454216,-32.196739
2428,FORSTER,NSW,152.454216,-32.196739
2428,FORSTER SHOPPING VILLAGE,NSW,152.454216,-32.196739
2428,GREEN POINT,NSW,152.454216,-32.196739
2428,PACIFIC PALMS,NSW,152.454216,-32.196739
2428,SANDBAR,NSW,152.454216,-32.196739
2428,SHALLOW BAY,NSW,152.4166347,-32.2197804
2428,SMITHS LAKE,NSW,152.454216,-32.196739
2428,TARBUCK BAY,NSW,152.454216,-32.196739
2428,TIONA,NSW,152.454216,-32.196739
2428,TUNCURRY,NSW,152.454216,-32.196739
